PO_Name,County,State,PM_Salary,Latitude,Longitude
Crawfordsville,Linn,OR,12,44.3558333,-122.8561111
Dallas,Polk,OR,180,44.9163889,-123.3036111
Damascus,Clackamas,OR,12,45.417621,-122.4589783
Dayton,Yamhill,OR,160,45.2163889,-123.0844444
Dayville,Grant,OR,7,44.4675,-119.5380556
Deschutes,Sherman,OR,12,45.259566,-121.0392286
Eagle Creek,Clackamas,OR,16,45.6409505,-121.9306365
East Portland,Multnomah,OR,12,45.5153962,-122.6603733
El Dorado,Baker,OR,12,44.4262704,-117.7457612
Elk Horn,Polk,OR,12,45.0456707,-123.4317737
Elkhorn,Umpqua,OR,12,,
Elkton,Douglas,OR,12,43.6380556,-123.5702778
Empire,Coos,OR,180,43.3665007,-124.2178903
Eola,Polk,OR,42,44.9323414,-123.1181537
Eugene,Lane,OR,610,44.0540136,-123.0936983
Fairfield,Marion,OR,12,45.134563,-123.00621
Forest Grove,Washington,OR,190,45.5206697,-123.1059408
Franklin,Lane,OR,19,44.1609565,-123.3045399
Galesville,Douglas,OR,22,42.7781753,-123.2958964
Gardiner,Douglas,OR,43,43.730117,-124.11039
Garibaldi,Tillamook,OR,12,45.5619444,-123.9141667
Glencoe,Washington,OR,12,45.6001152,-122.99205
Grand Ronde,Polk,OR,8,45.060113,-123.6092771
Grant,Grant,OR,12,44.4276526,-119.1094044
Grants Pass,Josephine,OR,19,42.4444444,-123.3180556
Greenville,Washington,OR,12,45.5928914,-123.1142754
Halsey,Linn,OR,12,44.3897441,-123.1086758
Harrisburgh,Linn,OR,150,44.2697222,-123.1608333
Highland,Clackamas,OR,12,45.2481777,-122.4092523
Hillsboro,Washington,OR,82,45.5223789,-122.9903216
Hood River,Wasco,OR,7,45.7053966,-121.5214623
Hubbard,Marion,OR,12,45.1797641,-122.807432
Humboldt Basin,Baker,OR,64,44.4262709,-117.6010329
Independence,Polk,OR,51,44.8525,-123.1894444
Jacksonville,Jackson,OR,640,42.3172222,-122.9583333
Jefferson,Marion,OR,79,44.7316667,-123.0113889
Jordan Valley,Malheur,OR,12,42.9777778,-117.0536111
Kerby,Josephine,OR,35,42.1942798,-123.651735
La Grande,Baker,OR,320,45.3216667,-118.0972222
Lafayette,Yamhill,OR,210,45.2442834,-123.1148259
Lebanon,Linn,OR,88,44.5218426,-122.908349
Leland,Josephine,OR,26,42.6384498,-123.4408984
Lewisville,Polk,OR,12,44.7881744,-123.3453795
Lincoln,Polk,OR,7,45.0198409,-123.0839875
Little Elk,Lincoln,OR,12,44.6451186,-123.7853889
Long Tom,Lane,OR,9,44.0495672,-123.3895418
Lookingglass,Douglas,OR,12,43.1784485,-123.4861887
Marion,Marion,OR,12,44.7488889,-122.9369444
Marshfield,Coos,OR,12,43.3665007,-124.2178903
McMinnville,Yamhill,OR,160,45.209283,-123.1817714
Meadowville,Umatilla,OR,40,45.7790209,-119.2247355
Middleton,Washington,OR,12,45.3536111,-122.8663889
Milwaukie,Clackamas,OR,68,45.4411111,-122.6375
Molalla,Clackamas,OR,12,45.1533333,-122.5941667
Monitor,Marion,OR,12,45.1015099,-122.7481463
Monmouth,Polk,OR,96,44.8527778,-123.2247222
Mountain Home,Yamhill,OR,15,45.317891,-123.3178868
Myrtle Creek,Douglas,OR,20,43.0201174,-123.2931205
Needy,Clackamas,OR,44,45.1726211,-122.7025911
Nestocton,Tillamook,OR,8,45.3803838,-123.8026201
Netarts,Tillamook,OR,12,45.4348252,-123.9459611
Newberg,Yamhill,OR,12,45.3001179,-122.9731565
Newport,Lincoln,OR,26,44.6391667,-124.0463889
North Powder,Union,OR,12,45.0284737,-117.9199386
North Yamhill,Yamhill,OR,45,45.3415037,-123.1873291
Oakland,Douglas,OR,210,43.4283333,-123.2980556
Oregon City,Clackamas,OR,820,45.3567875,-122.5962024
Oswego,Clackamas,OR,12,45.4206749,-122.6706498
Pendleton,Umatilla,OR,12,45.6755556,-118.805
Peoria,Linn,OR,66,44.4487336,-123.2073187
Peoria,Linn,OR,66,44.4487336,-123.2073187
Perrydale,Polk,OR,12,45.0416667,-123.2572222
Philomath,Benton,OR,12,44.535,-123.3561111
Phoenix,Jackson,OR,35,42.2758333,-122.8233333
Pilot Rock,Umatilla,OR,12,45.4827778,-118.8308333
Pine,Linn,OR,6,44.2098462,-123.1073117
Portland,Multnomah,OR,4000,45.5215071,-122.6739849
Prairie City,Grant,OR,12,44.4562691,-118.7093919
Rainier,Columbia,OR,24,46.0851127,-122.9309437
Randolph,Coos,OR,38,43.1678871,-124.3565029
Rock Point,Jackson,OR,51,42.4320664,-123.098939
Roseburgh,Douglas,OR,420,43.2084495,-123.3422935
Rye Valley,Baker,OR,12,44.4637717,-117.4774174
Saint Helen,Columbia,OR,150,45.8595589,-122.813159
Saint Louis,Marion,OR,30,45.1226192,-122.942319
Salem,Marion,OR,2000,44.9428975,-123.0350963
Salt Creek,Polk,OR,13,44.9956722,-123.3528825
Sauvie Island,Columbia,OR,5,45.6556712,-122.8259347
Scholls,Washington,OR,12,45.4492847,-122.786209
Scio,Linn,OR,100,44.7088889,-122.8483333
Scottsburg,Douglas,OR,38,43.654006,-123.8167679
Shedds,Linn,OR,12,44.4615118,-123.1103713
Sheridan,Yamhill,OR,12,45.0952778,-123.3938889
Silverton,Marion,OR,77,45.0144444,-122.7955556
Siuslaw,Lane,OR,10,43.9861111,-124.1044444
Skipanon,Clatsop,OR,12,46.14806,-123.9275
Spanish Hollow,Wasco,OR,12,45.6679016,-120.8383964
Springfield,Lane,OR,26,44.0536111,-123.0158333
Springville,Multnomah,OR,22,45.5859501,-122.7734325
Sublimity,Marion,OR,28,44.8295663,-122.7945335
Summerville,Union,OR,43,45.4884699,-118.0029941
Summit,Benton,OR,12,43.2453881,-124.2239995
Ten Mile,Douglas,OR,12,43.0962263,-123.5642445
The Dalles,Wasco,OR,760,45.5945645,-121.1786823
Tillamook,Tillamook,OR,12,45.4486111,-123.8361111
Toledo,Lincoln,OR,24,44.6175,-123.9202778
Turner,Marion,OR,12,44.8502823,-122.9550651
Umatilla,Umatilla,OR,420,45.9161111,-119.3366667
Union,Baker,OR,130,45.2061111,-117.8661111
Upper Ochoco,Wasco,OR,12,44.3276299,-120.6427948
Vernon,Marion,OR,10,44.9915092,-122.9137047
Waconda,Marion,OR,48,45.075397,-122.9770413
Waldo,Josephine,OR,28,42.0609474,-123.6481229
Wasco,Sherman,OR,12,45.5917918,-120.698113
West Chehalem,Yamhill,OR,12,45.3331719,-123.0789931
Weston,Umatilla,OR,12,45.813744,-118.424688
Westport,Clatsop,OR,35,46.1326105,-123.3748481
Wheatland,Yamhill,OR,21,45.0926185,-123.0500992
Wilbur,Douglas,OR,12,43.32095,-123.3406306
Willamette,Clackamas,OR,7,45.3430556,-122.6527778
Wingville,Baker,OR,12,44.8395934,-117.921607
Yoncalla,Douglas,OR,16,43.5952778,-123.2838889
Zena,Polk,OR,12,45.0087295,-123.1295439
Adamsville,Beaver,UT,10,38.2583031,-112.7938352
Alma,Weber,UT,12,41.2488333,-112.0782749
Alpine City,Utah,UT,27,40.4532834,-111.7779865
American Fork,Utah,UT,130,40.3752288,-111.7963201
Bellevue,Washington,UT,20,37.3408149,-113.2741158
Bingham Canyon,Salt Lake,UT,12,40.5416128,-112.1479974
Bloomington,Richland,UT,12,,
Brigham City,Box Elder,UT,400,41.5102129,-112.0155015
Bullion,Piute,UT,12,38.41,-112.339
Cedar City,Iron,UT,200,37.6766436,-113.0571708
Cedar Valley,Utah,UT,13,40.3271707,-112.1043852
Centerville,Davis,UT,34,40.9205768,-111.8784514
Central City,Salt Lake,UT,12,40.75,-111.866667
Chicken Creek,Juab,UT,49,39.5585686,-111.8618734
Clarkston,Cache,UT,12,41.9202033,-112.0499536
Clifton,Cache,UT,12,42.1875,-112.005833
Clover Valley,Washington,UT,12,40.917222,-111.398333
Coalville,Summit,UT,91,40.9157806,-111.3976966
Corinne,Box Elder,UT,1200,41.5471553,-112.1096707
Cove Creek,Millard,UT,12,38.8013558,-112.4374387
Croydon,Morgan,UT,75,41.0685562,-111.5138141
Deseret,Millard,UT,6,39.286901,-112.652727
Diamond,Juab,UT,12,39.881617,-112.0974446
Draper,Salt Lake,UT,39,40.3577286,-111.8621554
Duncans Retreat,Washington,UT,9,37.183333,-113.133333
Echo City,Summit,UT,12,40.9777244,-111.443255
Eden,Weber,UT,12,41.2991077,-111.8221614
Emmaville,Salt Lake,UT,12,40.617222,-111.820278
Ephraim,Sanpete,UT,500,39.3621842,-111.5854718
Eureka,Juab,UT,12,39.9541166,-112.1202235
Fair View,Sanpete,UT,39,39.626351,-111.4396325
Fairfield,Utah,UT,14,40.2621714,-112.0929961
Farmington,Davis,UT,61,40.9776,-111.889
Fillmore City,Millard,UT,140,38.967778,-112.330833
Forest City,Utah,UT,12,40.527778,-111.602778
Fort Hamblin,Washington,UT,12,37.53644,-113.60591
Fountain Green,Sanpete,UT,61,39.6277376,-111.6346434
Franklin,Cache,UT,40,42.016111,-111.803056
Goshen,Utah,UT,12,39.9510643,-111.8996604
Grafton,Washington,UT,12,37.167205,-113.0799425
Grantsville,Tooele,UT,95,40.5999425,-112.4643988
Gunnison,Sanpete,UT,51,39.1388502,-111.8188137
Harrisburg,Washington,UT,28,37.2058153,-113.3943953
Harrisville,Weber,UT,12,41.2813324,-111.9882754
Heber,Wasatch,UT,19,40.5068991,-111.4132388
Hebron,Washington,UT,12,37.5766416,-113.8194151
Herriman,Salt Lake,UT,10,40.5141147,-112.0329938
Holden,Millard,UT,22,39.0988507,-112.2707709
Hooper,Weber,UT,12,41.1652213,-112.1232763
Huntsville,Weber,UT,26,41.2599412,-111.7702156
Hyde Park,Cache,UT,24,41.7993741,-111.8207775
Hyrum,Cache,UT,42,41.6338218,-111.8541097
Iron City,Iron,UT,12,37.6,-113.450278
Johnson,Kane,UT,12,37.0866512,-112.368809
Kamas,Summit,UT,12,40.6446736,-111.2818497
Kanab,Kane,UT,12,37.0063747,-112.528536
Kanarraville,Iron,UT,34,37.5388676,-113.1841166
Kanosh,Millard,UT,32,38.8013558,-112.4374387
Kaysville,Davis,UT,70,41.0357,-111.9356
Kelton,Box Elder,UT,240,41.7460327,-113.1063779
Lake Point,Tooele,UT,12,40.6807774,-112.2630024
Laketown,Utah,UT,12,,
Leeds,Washington,UT,12,37.2385932,-113.3591167
Lehi City,Utah,UT,73,40.3916172,-111.8507662
Levan,Juab,UT,12,39.5585686,-111.8618734
Liberty,Richland,UT,4,41.3425,-111.865
Logan,Cache,UT,290,41.7343751,-111.8346658
Lynne,Weber,UT,27,41.223,-111.9738304
Manti,Sanpete,UT,100,39.2674618,-111.6365849
Meadow,Millard,UT,4,38.8857984,-112.4104943
Mendon,Cache,UT,19,41.7099297,-111.977725
Midway,Wasatch,UT,15,40.5080107,-111.4696318
Mill Creek,Salt Lake,UT,12,40.6893914,-111.8585458
Millville,Cache,UT,22,41.6807653,-111.8241094
Minersville,Beaver,UT,38,38.2133029,-112.9252288
Mona,Juab,UT,18,39.8166213,-111.8502126
Monroe,Sevier,UT,12,38.6316391,-112.121313
Morgan,Morgan,UT,150,41.0388338,-111.6802103
Moroni,Sanpete,UT,92,39.5249616,-111.584639
Mount Pleasant,Salt Lake,UT,250,,
New Harmony,Washington,UT,13,37.4797021,-113.3080072
Newton,Cache,UT,12,41.8627046,-111.9907837
North Ogden,Weber,UT,34,41.3082756,-111.9657754
Ogden City,Weber,UT,1000,41.223,-111.9738304
Ophir,Tooele,UT,12,40.3693901,-112.2585566
Paradise,Cache,UT,17,41.5688234,-111.8379975
Paragonah,Iron,UT,39,37.8858079,-112.7752206
Parowan,Iron,UT,130,37.8410864,-112.8302218
Payson,Utah,UT,120,40.0430102,-111.7302071
Peoa,Summit,UT,12,40.7246718,-111.3418577
Petersburgh,Millard,UT,12,38.839,-112.457
Peterson,Morgan,UT,19,41.1179989,-111.7677146
Pine Valley,Washington,UT,17,37.3910907,-113.5141224
Pinto,Washington,UT,17,37.538311,-113.5166246
Plain City,Weber,UT,40,41.3021645,-112.0852205
Pleasant Grove,Utah,UT,78,40.3627295,-111.7382622
Portage,Box Elder,UT,13,41.9754794,-112.2071828
Providence,Cache,UT,38,41.7082648,-111.8179984
Provo City,Utah,UT,300,40.2338438,-111.6585337
Richfield,Sevier,UT,12,38.7702453,-112.0849276
Richmond,Cache,UT,29,41.9227055,-111.8257797
Riverdale,Weber,UT,31,41.1768888,-112.0038311
Rockville,Washington,UT,20,37.1610939,-113.0382745
Saint George,Washington,UT,440,37.1083142,-113.5824567
Salina,Sevier,UT,12,38.9577407,-111.858536
Salt Creek,Juab,UT,200,39.7102336,-111.8363216
Salt Lake City,Salt Lake,UT,3600,40.7607794,-111.8910474
Santaquin,Utah,UT,93,39.9760656,-111.7849329
Scipio,Millard,UT,58,39.24496,-112.1041015
Silver City,Juab,UT,12,39.9099498,-112.1299456
Slatersville,Weber,UT,12,41.2516113,-112.0254973
Smithfield,Cache,UT,43,41.8382622,-111.8327229
South Cottonwood,Salt Lake,UT,12,40.6525,-111.893333
Spanish Fork,Utah,UT,77,40.1127328,-111.6546452
Spring City,Sanpete,UT,130,39.4788519,-111.4963014
Springdale,Washington,UT,10,37.1891491,-112.9993848
Springville,Utah,UT,120,40.1619001,-111.6104748
Stockton,Tooele,UT,25,40.452722,-112.3607824
Stoker,Davis,UT,100,40.8877229,-111.8791043
Summit,Iron,UT,40,37.8010871,-112.9363354
Tokersville,Washington,UT,74,37.2533157,-113.2846707
Tooele,Tooele,UT,55,40.5318887,-112.2988357
Uintah,Weber,UT,12,41.1479994,-111.9202182
Union,Salt Lake,UT,44,40.6068923,-111.8743789
Virgin City,Washington,UT,37,37.208316,-113.1882792
Wales,Sanpete,UT,12,39.4869056,-111.6351961
Wallsburg,Wasatch,UT,12,40.3866228,-111.4204611
Wanship,Summit,UT,65,40.8118925,-111.4074184
Warrensburg,Iron,UT,12,,
Wasatch,Summit,UT,340,40.4968993,-111.4099049
Washington,Washington,UT,180,37.1299817,-113.5102312
Wellsville,Cache,UT,360,41.6390988,-111.9332786
West Jordan,Salt Lake,UT,10,40.602,-111.9586
Willard,Box Elder,UT,70,41.4085497,-112.0377224
Winsor,Kane,UT,12,37.247206,-112.664377
Woods Cross,Davis,UT,12,40.8778,-111.8992
Arkada,Mason,WA,3,43.376389,-124.237222
Attanum,Yakima,WA,12,46.5595702,-120.6220123
Beaver,Thurston,WA,12,46.89311008,-122.900695
Black River,King,WA,12,47.4857859,-122.2361838
Boisfort,Lewis,WA,11,46.5501034,-123.1329116
Bruceport,Pacific,WA,39,46.6792646,-123.9001649
Brush Prairie,Clark,WA,12,45.7305455,-122.5499913
Bucoda,Thurston,WA,12,46.7989899,-122.8698523
Carrollton,Cowlitz,WA,12,46.0715022,-122.8623306
Cascades,Skamania,WA,22,45.6684503,-121.8961911
Castle Rock,Cowlitz,WA,18,46.2751111,-122.9076141
Cathlamet,Wahkiakum,WA,12,46.2023053,-123.3848308
Cedarville,Grays Harbor,WA,6,46.8584317,-123.2823714
Centralia,Lewis,WA,10,46.7264911,-123.0020774
Chard,Garfield,WA,12,46.5379261,-117.8568769
Chehalis,Lewis,WA,12,46.6414928,-122.9415157
Chinook,Pacific,WA,12,46.2735,-123.9458081
Colville,Stevens,WA,130,48.5430724,-117.9046593
Coupeville,Island,WA,110,48.2200328,-122.6896162
Cowlitz,Lewis,WA,35,46.4739967,-122.4789987
Dayton,Columbia,WA,12,46.3173634,-117.9752146
Delta Mills,Walla Walla,WA,90,,
East Anacortes,Skagit,WA,12,48.4463103,-122.5826129
Elhi,Pierce,WA,12,,
Elma,Grays Harbor,WA,11,47.0053983,-123.4033701
Fort Simcoe,Yakima,WA,12,46.34266,-120.83691
Freeport,Cowlitz,WA,44,46.142733,-122.955636
Gleneden,Lewis,WA,12,,
Grand Mound,Thurston,WA,16,46.7951006,-123.045693
Hoquiam,Grays Harbor,WA,10,46.9746986,-123.8878281
Kachu,King,WA,12,,
Kalama,Cowlitz,WA,1,46.0084472,-122.8445509
Kittitass,Kittitas,WA,12,46.9831822,-120.4170102
Klikitat,Klickitat,WA,12,45.8170668,-121.1525716
Knappton,Pacific,WA,12,46.2764941,-123.8148675
Konewok,Yakima,WA,12,46.499329,-120.356723
Laconner,Skagit,WA,10,48.3887143,-122.4962752
Lowell,Snohomish,WA,12,47.9512711,-122.201867
Martins Bluff,Cowlitz,WA,12,45.9634475,-122.8114938
Moksee,Yakima,WA,12,46.556389,-120.387222
Montesano,Grays Harbor,WA,15,46.979366,-123.602302
Monticello,Cowlitz,WA,58,46.1390009,-122.9581677
Mukilteo,Snohomish,WA,20,47.9249055,-122.3010993
New Dungness,Clallam,WA,14,48.1467597,-123.1232335
O'Brien,King,WA,12,47.4123222,-122.2370657
Oak Point,Cowlitz,WA,67,46.1909435,-123.1887321
Oakland,Mason,WA,12,47.2303724,-123.0823732
Olympia,Thurston,WA,1300,47.0378741,-122.9006951
Oysterville,Pacific,WA,54,46.5489871,-124.0282197
Pekin,Cowlitz,WA,8,45.8747605,-122.7425283
Petersons Point,Grays Harbor,WA,15,46.9045339,-124.1332286
Port Angeles,Clallam,WA,76,48.1159425,-123.4272924
Port Blakely,Kitsap,WA,10,47.5973195,-122.5101324
Port Discovery,Jefferson,WA,16,48.0153682,-122.861836
Port Gamble,Kitsap,WA,140,47.8542606,-122.5837581
Port Ludlow,Jefferson,WA,69,47.9417578,-122.6876589
Port Madison,Kitsap,WA,97,47.7025967,-122.5243022
Port Orchard,Kitsap,WA,12,47.5335,-122.6285
Port Townsend,Jefferson,WA,740,48.1182363,-122.7677029
Pumphreys Landing,Cowlitz,WA,12,46.3701672,-122.9361533
Ridgefield,Clark,WA,17,45.8167674,-122.7462867
Riverside,Pacific,WA,12,48.505018,-119.509496
Rock Creek,Spokane,WA,12,48.68241,-117.5885833
Samish,Skagit,WA,12,48.586042,-122.2250627
Satsop,Grays Harbor,WA,57,47.0022804,-123.4833107
Seabeck,Kitsap,WA,57,47.6063524,-122.8446442
Seattle,King,WA,590,47.6062095,-122.3320708
Selah,Yakima,WA,12,46.6648486,-120.5295112
Sharon,Grays Harbor,WA,12,46.9292639,-123.3243196
Sherwood Mills,Mason,WA,12,47.386,-122.826
Skykomish,King,WA,12,47.709441,-121.3623863
Slaughter,King,WA,12,47.3073228,-122.2284532
Snohomish,Snohomish,WA,27,47.9282392,-122.0975105
Snoqualmie,King,WA,12,47.5219,-121.8198
Spokane Bridge,Spokane,WA,34,47.6943445,-117.0474218
Stanwood,Snohomish,WA,12,48.2427095,-122.3582239
Steilacoom,Pierce,WA,370,47.1722,-122.5988
Sumner,Pierce,WA,4,47.2031566,-122.2403966
Tanalquot,Thurston,WA,12,46.9103766,-122.713739
Tenino,Thurston,WA,6,46.8570441,-122.8495758
Tulalip,Snohomish,WA,14,48.0668067,-122.2821258
Tumwater,Thurston,WA,100,46.9920411,-122.9248621
Union Flat,Whitman,WA,1200,46.539167,-117.085278
Unity,Pacific,WA,16,46.3125,-124.029722
Utsaladdy,Island,WA,38,48.2517662,-122.4771042
Vancouver,Clark,WA,560,45.6406346,-122.6232842
Walla Walla,Walla Walla,WA,12,46.0645809,-118.3430209
Wallula,Walla Walla,WA,50,46.0854121,-118.9052776
Whatcom,Whatcom,WA,19,48.7590351,-122.4800865
White Salmon,Klickitat,WA,12,45.7398417,-121.4925729
Whitman,Walla Walla,WA,12,47.4284598,-120.3170164
Willapa,Pacific,WA,10,46.6759337,-123.6648815
Winlock,Lewis,WA,18,46.4901069,-122.8917856
Yakima,Yakima,WA,12,46.5573492,-120.4750638
Yelm,Thurston,WA,7,46.9514872,-122.6251259
Atlantic City,Fremont,WY,380,42.4966221,-108.7306677
Bitter Creek,Sweetwater,WY,12,41.551073,-108.5553837
Bridger Station,Uinta,WY,12,41.318611,-110.386389
Bryan,Sweetwater,WY,380,41.5705166,-109.6820852
Camp Stambaugh,Fremont,WY,12,42.503567,-108.680666
Carbon,Carbon,WY,86,41.8485752,-106.3769657
Carter,Uinta,WY,60,41.23967,-110.713227
Cheyenne,Laramie,WY,2800,41.1399814,-104.8202462
Evanston,Uinta,WY,630,41.2682794,-110.9632373
Fort Fred Steele,Carbon,WY,430,41.7780155,-106.9464303
Fort Halleck,Carbon,WY,12,41.698056,-106.515278
Fort Laramie,Goshen,WY,460,42.2127448,-104.5171788
Gilmer,Uinta,WY,300,41.173033,-110.870161
Laramie,Albany,WY,1800,41.3113669,-105.5911007
Medicine Bow,Carbon,WY,12,41.8955212,-106.2047385
Miners Delight,Fremont,WY,12,42.5310675,-108.6878891
Percy,Carbon,WY,12,41.798574,-106.5097469
Piedmont,Uinta,WY,12,41.2160592,-110.6273902
Rawlins,Carbon,WY,950,41.7910697,-107.2386627
Sherman,Albany,WY,190,41.0977612,-105.3508181
South Pass City,Fremont,WY,430,42.4682883,-108.799836
